texto,real
"been using this app for a little while. don't expect anything live, since it streams from the internet there's about an half hour delay. good to pass time and hear what's going on.",4
"The scanner works well on my Kindle Fire.  I am able to tune into county and city PD , fire dispatch, etc.  It would be perfect if there was a way to control the sound other than volume.  When ever I am curious about  near by sirensI can tune into the action with scanner.",4
"This APP is really neat.  I was surprised to get local fire and police reception here in Medford, Oregon.  It can even be improved with very little cost.",4
"Tried several channels across my state and none were able to connect.  Most were offline.  Th is app was a good idea but I can't get it to work in my area.  Also, this 25 word minimum word review is stupid.",1
"Does not get police, maybe the highway patrol, but mainly the fire and ambulance. a little better than the other scanner you have, but not by much",3
I have this on my Kindle Fire and love it. I just keep it on in whatever room im in. I haven't. found a problem with battery drain.,5
"many more sites to check out so it gives  more rounded locations .One problem, I did not find a station closer than 15 miles from me ..",4
"This scanner app is the only one I have found that picks up the county police where I live.  They have recently moved to a digital format, and ordinary scanners will not receive them.  I do find that the audio is easier to understand if you use earphones instead of the tinny speakers in smart phones.  I also have this on my tablets also.",5
"It depends where you live on what channels you pick up. In my area I could only get the fire department, no police or sheriff's dept. So I deleted it.",2
Works good and lots of fun. Keep up with the action in your area. Hear the actual calls and activity,5
"I never expected this scanner to be so great. I pick up police, fire, EMS, railroads.....from my area and from several different states as well. And the reception is super clear. I bought a scanner for a few hundred dollars last year and returned it - it was terrible. But this free app on my Kindle Fire picks up everything and all I have to do is type in a city name or county! Easy, fun and free. No trouble with installing it or using it at all.I highly recommend it.",5
"an excellent way to be a nosy fly on the wall.  I didn't even know what a police scanner was before I downloaded this, but it's quite fun!  love the Top 50 stations, just listened to a high speed chase in chicago.",5
I have used this on my phone now it works great this way.,5
"Its really works, im in a city that's out away from a lot of big cities and i could tune into any city and listen to there scanner. I could hear about the floods they had last week before it was on the news (my city wasn't affected).  Really cool app!",5
"Cannot pick up any police, rescue, or fire in my area.  I was very disappointed!Hope they soon get an app that will pick up fire and rescue and police in my actual county or city!",2
This scanner app works extremely well. Our area recently converted to a digital and the app in my phone misses some of the action.,5
the product was alright. I was hoping it would have some closer stations to me. but it didn't but overall i think its a good product that can get the station they need,2
Great for keeping up on what's going on during bad weather in the area. The Broadcastify Alerts are great for listening in on emergencies around the world.,5
"Unfortunately, it does not scan the city I live in so it is not of much use.  But, there some interesting activity in the cities that do participate.  I do not have the time to listen to this scanner, but if you do, you will likely enjoy it.",3
I am very pleased with this purchase and will recommend this to my friends.  Good choice for me and satisfied with this choice.l,5
"App picks up WIFI easily and gives adequate coverage, although I wish they would add more stations.  I am satisfied with my purchase of this Kindle app.",4
Interesting program but unusable on the handset listed. Constant lockups and would hang up even on startup so virtually useless.,2
"I like getting alerts as to major events across the country, but especially in my area. Wish chat rooms hadn't been withdrawn though, as they were sometimes helpful.",5
"This app is amazing and FREE!! I could listen to this all night long. It picks up my local police station and you can't believe some of the stuff that goes on around town. The best time to listen to it is on weekends or holidays. It is very entertaining. Sometimes you just can't stop listening. Very addicting. There are complaints about it running down battery quickly, but I use this app on my kindle fire and it doesn't seem to use any more battery than any other open app. The other nice thing is that you can run this program in the background and still play other games or surf the Internet. I strongly urge you to give this app a try!",5
Awesome app for the kindle HD and it's free for your liking get it to night the full moon is out.,5
"Living in Hawaii, good app to have in case of emergency, as regards to weather info. Haven't picked up any local &#34;scans&#34;, although mainland and Australia come in loud and clear, on kindle fire hd.",3
This scanner is worth the time listening and is informational for my area as to the EMS/FIRE but not the Police in my community. Otherwise A-Ok.,3
"I was always a shortwave fan and had several good shortwave sets, including three Zenith TransOceanic radios and one fancy Panasonic.  I really loved sitting up at night and listening to the  broadcasts from around the world.  Part of the experience included listening to public band broadcasts from airports, police, ships and trains.  This allows me to listen to public band.  Works great.",5
I did not like this scanner.  no connections most of the time for my area and very very limited to channels for me,2
I am a police officer and the channels and stuff are Completely FAKE so don't waste your time you can find the same stuff online,1
I highly recommend this app. I live in Cincinnati and this app works perfect. I can tune in any time of the day and listen to what is going on in the city and the other small towns and cities close by. The only thing I wish this would have is the Greater Cincinnati Airport air traffic. This is a must have app for your Kindle.,4
"I tried one other scanner product before chosing this one, which offered coverage of services in Central NH, my region of interest.  Reception is GOOD on Kindle Fire!",4
"As a ham radio op, HazMat team member and CERT member, I need a good way to follow communications. Of the four apps tried, this is by far the best. Stores faves, updates regularly, configurable alerts built in. All excellent features.",4
apparently it must not be compatible with this tablet it said it was purchased but could not find it on the tablet,1
wellworked ok..didnt have many local frequencies but worked. Would not shut off even after pressed stop andclosed. had to force close from settings. VERY annoying.,2
"Um at first I used it for a while but, then I started not to use it quite as much as before & now it just seems to pretty much sit there in my tablet computer |[",2
"This free ""Scanner Radio"" app installed cleanly on my Kindle Fire HD and worked perfectly for my needs. The app does not turn your device into a radio but it does allow you to listen to Internet streaming of local government radio communications (police, EMS, etc). If your local service does not stream there communications, you will not be able to listen to them with this app.The interface was fairly easy to navigate and I was lucky to find that my local law enforcement's communication was available through the app.Recommended!CFH",5
I got this app to see what was going on in different places. Works great so far. Love it a lot!,5
free app that allows you to access local (and other) scanner radio stations.  very easy to use and to locate your local scanner stations.,4
Great app for home and away use to hear whats going on in the area your wondering about. I work in the LE FF EMS field and Have a portable radio but when you leave home and wanna know whats going on it works.,5
Local Gov't is switching to a new system. Lost my ability to monitor with a GRE scanner. Don't want to spend 500-dollars for a new scanner.  This is a great alternative for monitoring public safety channels locally.  Thanks for a great service.,5
"I really like this app. My husband is a retired policeman , and  I worked as a police dispatcher years ago. This app brings back old memories. The only problem I have with it is It doesn't pick up the city I live in. Not sure why,  I get citiesall around me. Even though I can't get my city it is fun to listen to.",5
scanner radio is the best police radio in the world I love it!!!!!!!!!!!!!!!!!!!!!! you get to hear what's going on in your town or state.,5
This works like it is suppose to. I have gotten to listen to some towns I am not able to get on my regular scanner so I am very pleased with this,4
What a fun app.  The fact that there are so many options makes it fun to play with.  I've been listening to far away places.,5
I wanted one of these but this gave me a better Idea about a real one.  Thank you for this app,5
"I love this app. I can listen to the local area police and fire on my kindle, it is nice to know where the police and fire are going. :)",5
It really works! I have a kindle fire and it dosn't use much battery at all. I deffinently recomend this app.,5
"I downloaded it on my tablet, fast and simple. The only downfall I've noticed is when you tell it to search for scanners in your area, it takes forever to determine your location.  I just end up canceling it after a minute or two. But it's easy and simple to use.",4
"I live in a semi-rural county.  Wouldn't think much is going on around here, but with the suburbs on one end and farms on the other and several major roadways crossing the county, its busy.  And fascinating.  Enough for me to find the fire station numbers and listen for the sirens.  When nothing else is going on at home and I'm sitting horsing around on my computer, you can be sure that my phone is propped up next to me with this app running.  If I want to, I can choose many, many more local locations or big ones all around.  Still, for me its fun to listen locally.",5
"It works pretty good but damn are police scanners ect. boring to listen to, nothing ever happens and nobody is ever talking besides the odd code or whatever spoke into a scratchy sounding walky talky.",3
it does all different stations and you can listen to stuff going on in the world or near or in your area really good but sometimes the stuff that happens in the world will be unsettling but it is really what happens people are so sick and twisted not all but some hope this helps,5
wow it's so fun to listen to the police and rescue peeps it's almost like your being there. kinda scary when you hear something that is so close to your neighborhood.,4
this app is great! you have to where ear buds to listen though and if you stay on certain stations you can go to other apps and still here what's going on.,4
"Could not connect to any station, froze solid, forced me to have to reboot 2x to get my phone working again.  G'zone commando Froyo2.2",1
Our Emergency Management System just went digital and I was looking at spending between $400 & $600 for a new scanner. This app allows me to use my Kindle Fire as my new scanner until the cost of digital scanners comes down drastically.,4
This app was a free download and has tons of options. Covers areas even way up in Northern New York. Would recommend this one. Works on ASUS 10.1&#34; tablet.,5
My suburb isn't in the list of available scanners but Kansas City and Independence are and they are two of the larger Metro areas near where I live and there is plenty of action to listen to. Listening to police scanners is not for everyone I'm sure but my dad and I used to sit outside and listen to one on hot summer nights when I was a kid and I've been hooked ever since. It's probably a guy thing but I can imagine if a girl spent a bunch of summer nights listening to one with her dad  she may still enjoy it once in awhile. You can't beat the price - it's free. It's easy to use. I recommend it.,4
If you live in a larger city this APP might be ok but in northern Arkansas there isn't anywhere even close this will pick up.,3
"can here what's going on all over the country, and international also, plus your local police, which could come in handy.",4
"Very interesting, it really does work, I'm not sure about tryingto scan for your own area, because it kept loading forever until I gave up,but you can hear so many different cities.  Fire rescue, Police, very cool,makes you feel like your there.",4
"This app works great, I live in a very rural area so unfortunately there are no stations close enough for me but I am keeping this app anyways because when I travel I can see it would be very useful. I have it on my Kindle Fire & other than no GPS, which would have made it even more useful, it still works great. Recommend to get this app since you got here to read reviews, it interests you as it did me, and you will like it.",5
don't have access to listening to this a lot but when I do it is fun.  always something funny going on,4
"This app is ok, not sure it will do me much good.  Need to work with it some more before I decide.",3
"I have a trunking scanner (analog), but can't listen to the APCO 25 systems that almost all of the police departments have moved to. This app allows me to listen to these systems (one at a time), so it's nice not to have to purchase a $400 scanner just to add one department.",5
"This app seems to work just great. All of the local municipal and state frequencies in my area are lumped into one single monitor frequency in my area though. I thought I would try this app just to see how well it works and it does. I have both a base station scanner in my house and a hand held scanner for mobile use when I go on trips but i'll bet they haven't been turned on more than ten or fifteen times in the years that I've had them. Listening to scanner calls as a steady diet is somewhat distracting to me. As a point of reference I was a licensed ham radio operator and CB radio operator. I never put my mobile transceiver in my car at all any more nor turn on my base station radio transceiver anymore either. I don't think my base station transceiver's antenna coaxial cable is even hooked up to the radio anymore as well. For you scanner junkies out there the Scanner Radio app will work just fine on your tablet or android phone and you can listen to scanner calls to your heart's content. One of my best friends is a consummate scanner monitor listener and has his scanners running all of his waking hours at home. In any event, happy listening on the Scanner Monitor app to the rest of you.",5
"I can and already have had a ball with this app. This is a great one to listen to from agencies around the world. This is well worth the effort to get if you like to be ""nosey"" with what's going on in other cities and countries.",5
"Scanner fanatics will love this app.  Keep track of local fire and police activity, as well as events all over the country.  You can hear the action at police chases or natural disasters just about anywhere.  You can set alerts for your favorite channels.",5
"I didn't like it it didn't work right. I took it off of my kindle right away.Couldn't hear it right.  I like something I can enjoy listing to,  I think you need to improve this app. maybe some day I will get it again, when I am sure it works",1
Turn this on when you hear sirens to find out what the emergency is. Turn it on when you are bored and find out what kind of trouble people are getting into.,3
Could not seem to get it working on anything local to where I actually live.  Another one of those &#34;seemed like a good idea at the time&#34; things.,3
"While this app might be useful in major cities, it isn't at all useful in small towns.  The audio streams are from voluntary sources, it is NOT like having a real scanner receiver.",2
This app is easy to set up and use. Favorite stations can be saved and listened to whenever wanted. Stations can be found for just about any town or county.,5
Over all it works great and it has a quite a few locations to monitor.. Hope more will be added in the future for Florida..This could be a life saver during hurricane seasons..Road notifications for emergencies....,4
"i love listening to freq. that are always transmitting interesting stuff.....LA, Chicago, Las Vegas/Reno, or DCreally cool APP. great for all EMS/FF",5
"It pulled up 20+ stations for my area but I never received any audio - even though the app occasionally indicated that content was streaming. Played around with it for 10 minutes before giving up & uninstalling.The UI is intuitive and the features appear fairly robust (although some are only available in the paid version). If it had worked for me I'd likely give it at least 4 stars.Nexus One, Android 2.3.3 Build #GRI40, ""Gingerbread""TMobile, U.S.",1
"My son works as policeman in a neighboring county. With this app, I can keep up with him. It was really easy to use and set up.",5
"This scanner is a good idea for an app, but it crashes constantly.  Every time I click on something it freezes up and then promptly shuts down.",1
"very useful DroidX, scanner pro has been awesome for listening in random places like from New Mexico to Utah! (buy the pro version invest in the future of this app!) has made my DroidX pleasant again i seriously have over 340 app's installed in my phone DroidX greatest phone ever. look me up on appaware.com/user/name/dyingjedi or appbrain.org/user/dyingjedi/apps-on-the-motorola-droid-x",5
"i would like to have the city i live in on here. is there a way to add or what? someone please help. the city is elmira ny,  if that helps",2
"It is not what I expectedit does not function as advertised, not for me anyhowno matter the time or place there is emptiness.",2
Don't use it. Couldn't get anything too clear.  Depends on where you live I suppose.  Someone else would have better luck.,1
I love this app! I'm amazed that it doesn't eat up a lot of battery power even during simultaneous reading &amp; game playing activities on my Kindle Fire! I would give it 5 stars if there were more local or rural broadcast channels.,4
It great radio sound good have lot of stations. Wish it our depts and ones around me I call it A plus,5
i have owned this for a long time now and am finally doing a review. this scanner app works fine on the kindle fire good luck finding a station in a specific area. works fine though and fun to listen to.,5
"I can't wait for more channels! I am a paramedic, and love listening to calls when I'm off-duty. I would love it if there were more international channels. Good job! Great app!",5
"Great little application for my area to keep you in the know of what is happening in my city.  Please note, not all cities and towns are on there tho.",5
This one works very well in my area.  Unbelievable how many calls you hear on this app and gives you idea of what is going on around your town,5
"It works well, and does what it says. The only drawback is, there are not stations available in every city, so your city may not be aired. Fun to listen to at night. Has a.sleep timer.",5
kindle must be fully on to receive the broadcasts.  even plugged in does not seem to work..  will uninstall it,2
"It offers many radio stations and is very easy to use.  Only complaint is that most of my local stations don't appear, which I am sure is not the developers fault, but what is there is nice.  Can't really expect much more for a free app but it is a nice item.",4
"This is good if you're interested in what's going on in your area (or someplace else).  As I live near several schools and shopping areas, I find this useful.",5
"I no longer have this app on my phone but when I did download it, I used it as a novelty when I had nothing better to listen to.",3
"Great app to listen to police, paramedic and fire department radio broadcasts around the United States. I have used it many times and have listened to chases, explosions and family disputes resulting in gunfire. Shows you how the police and other professionals have to deal with the dregs of society.",5
battery and usage drain on my cell phone mobile phone.  Thid app scanner radio will drain your battery and scanner radio will use up your allowable mobile phone data usage.,1
"Don't know if its this app or my kindle but I listen to the scanner covering north Flint, Mi.  Yeah, pretty busy.  But it'll go quiet and I find its turned itself off.",3
This app is very cool and does what it says. I found channels from all over my area... Last weekend I heard a call for a fire less than a block away before the sirens even went off! Works great on my Samsung Droid Charge and Kindle Fire,5
I cant tell if its just the people that made this talking.or if its just real police. but after all it is good,5
It's nice that the developer is able to consolidate many channels so the listener does not have to monitor each individually. It's clear and free entertainment. LOL!,5
"The app is awesome and worked great up until my local police department went off-line for the app. I do not know why, but I did enjoy the app up until then.",5
"As a former dispatcher I have always been hooked on listening to police calls. This app is beyond what I ever thought was out there. You can get local calls, state calls ...even calls from around the USA or the world. It is a totally amazing app.",5
I live near 2 major metropolis and couldn't get a single station to come in...this app was uninstalled within 30 minutes of downloading. Looked forward to this so needless to say I'm disappointed.,1
This is very addictive. There are so many great scanners to listen to. The most popular scanner always seems to be the Chicago Police.,5
I didn't expect this to pick up local emergency transmissions but the price was right to find out.Local transmissions do come across clearly.,5
"Sorry could not write a review, did not keep it long enogh to rate this product.I think I'll stay away from the scanner radios.",2
I call it fun and informative. This app let's you listen to emergency services in multiple places and you can control exactly where and how loud you want it to be. I've really had fun with it and I didn't have to go spend hundreds on a scanner. Thanks.,4
I only wish there were more areas covered but I am sure that is not the fault of the programmer.,4
"some one in my city needed to be the main monitor so others could receive the radio cities... what you need is to make an app that doesnt need a human to be there... just download it and play...just like HAM SPHERE radio... where you can talk to other participants around the world.... now, that's real virtual radio..... YOUR SCANNER SUCKS BIG TIME.",1
I really like this app!!! And..to top it off..it was free!!! The only thing I don't like about it is I have it on my Kindle Fire which I love..but it only stays on for so long then cuts off...then I have to reopen it..I wish it would stay on as long as I have it opened...would help a lot during bad weather!! For this I give Four (4) stars..if this problem can be fixed I'll be happy to give five (5) stars!!! If anyone knows how I can take care of this problem please please let me know..you can email me at ginaricec3@Yahoo.com.  Thanks!!!,4
Ever hear a bunch of sirens and wonder what's going down?This is basically a police scanner that you can link to your local PD and hear dispatch and other communications.I had it on one evening when our PD were searching for a robbery suspect. I decided not to go to the supermarket that night.,3
"Scanner Radio is a wasted program. Shortly after downloading it, I used it, and even shorter after that, I deleted it. It is a very heavy program that once downloaded, starts sending you constant spam from their contributors. I deleted the program because of how inconvenient it was to use and had to block the flood of email traffic that shortly ensued. I would caution anyone from downloading this app to use.",1
doesn't scan your local police/fire channels.  I could really care less about what is going on 45 minutes from where I live.,2
"I love this app. It allows me to know what the sirens I hear are all about. I can hear the local police, emergency and fire traffic. I have been able to hear of incidents happening in my own neighborhood which allows me to feel safer. I know what is going on and where the troubled spots are and when. When I hear of breaking national news I can look for a frequency in the area effected and can listen to events as they happen. I had an old style scanner when my children were teens and loved hearing the goings on. Now scanners have gone high tech and are available over your computer, Kindle, and even smartphones.",5
"I have tried this thing at different times and with different &#34;cities&#34;, etc.  I have not been able to hear even one word.  It's like the whole program has been abandoned.  Mostly likely it has.  Don't waste your time.",1
"I was hoping that I could get my local police district on it, but it is not available. I will use this app occasionally.",3
It's nice to have the scanner but when the kindle automatically times out so does the scanner so you always have to re-start the kindle.,4
This app has been a lot of fun. You can listen to police and other emergency services all over the country as well as your local area. I listen to it all the time. Very handy to have.,4
Couldn't find my county didn't have good stations that I even wanted I ended up toke it off my device,1
I had to remove it as I found out that I live in a very dull city.  I guess that is really great!!  I waited and in an hour there were 2 contacts between the dispatcher and a patrol officer.  One about a lost dog and another about some trash.  Each was about 10 seconds.  It did kind of startle me when I heard it.  I thought it best just to remove it.  You may live in a city that has an interesting climate or you are a criminal and want to know when they are coming to your door but that is not me.  Try it you may need it or just enjoy hearing what happening!,5
It does work but many areas have limited possibilities.  Only a couple of frequencies picked up in my area and the sound quality was poor.  I found this boring after a while and uninstalled it.,3
I got this app to listen to fire and rescue. a very good app. I have had no problems with it at all. I am going to buy the pro one of this app so I get rid of the ads.,4
it is really cool to be listening to the police it is very intrrasting to be listening to police talk,5
Great app worked great with my kindle. I have used it alot sence I have put it on my kindle.,5
"Do not get this scanner application, it does not receive the stations I was looking for.  Glad it was free, have deleted it of the device and the cloud.",1
"works ok, but please state adware in description. ok 20 words - kindle fire fail. sheesh. nice day today I think",3
"It does exactly what it says.  The sound quality is as good as one would expect.  It is easy to navigate and intuitive to use.  Worked perfectly on my EVO 4G.  No complaints, but not much to add, either.",5
It provides some interesting places to hear what's going on. I expectedmore activity but I guess things are slow a lot of the time.,3
"Using on my Kindle fire, the volume is not as loud as I would like it. It has it's moments, but as a new kindle owner it's fun to try the stuff out.",4
"First let's make one thing clear. The application has NO control over what channels are available. The people rating it 1 star need to read.The scanner itself works great. It uses an online provider to get its data, which receives its data from individual enthusiasts.It is great to use for killing the time or listening to local events. It may be a data hog but there isn't really an easy way around it from a code point of view. Nonetheless, this application is worth the increased data use. If you have a wifi connection of unlimited data like myself there really is no reason to avoid downloading this application.",5
"I have been using one version or another of this app for years.  i love being able to hear sirens etc and know what is going on.  but the app is only as good as the depertments that are on it.  More urban areas if you search have more going on and better decriptions, more rural, obviously not as much going on, but sometimes the radios sound worse etc.  but great thing to have if u like to know whats going on.",4
"I just wanted to see if it works and it does. I took it off because I don't know if it might be illegal in this state as most everything probably is here. Have no use for it anyway. It works and can be adjusted to many different areas at least where I am located. I didn't know so many people were jabbering on the radio so much. I heard Fire, Police and a lot of unidentifiable jabber talk going on even late in the night. An old Ham or CB operator that knew the lingo would enjoy this thing. A friend of mine works in the Fire Department so I will have to find out if I can have this without cops going goofy on me somehow for some reason. Might be useful in an emergency?",3
"The app works, but it gets the radio transmissions from people who are streaming it through their computer so if a &#34;handler&#34; isn't broadcasting or having issues with their ISP then you don't get anything.  It's ok, we use it to listen to the local police and NYCPD.",3
"It's fun, but not always busy. You can listen to big city scanners they are more entertaining. If you like scanners I think you will enjoy this app.",4
like this. now I don't have to be in dark of what is happening in neighborhood or around where I live.,4
I love this app. I get to hear what is going on all around town. This is an amazing free app. I haven't had any issues yet!,5
"I paid for the pro version to support the developer on the google market, and unfortunately I would have to pay again on the amazon market to use the pro version. That aside, it is a good app. It works well. I wish my state (MA) had more locations, but I realize it is not so simple and requires a server.",5
"It works but does not have a left right speaker filter.  I prefer the Scanner 911 Free - Police Scanner and Police Radio, Fire Radio that has the ability to separate the local fire / police",4
This is a great app if you are into this. You can listen for hours just about anywhere you want. It even shows emergencies as they happen.,4
"It comes on, it has white noise and it has multiple stations to target, however I am still yet to receive the first  actual results.",3
"Well after reviewing at least ten different apps within two weeks I finally get to this. Hey everybody want to know what police and firefighters are up to? Then you need scanner radio free at the App store. This app works with the help of wi-fi the thing that most of the world depends on. If you want to know what is going on near you, you can search on the search selection and type in your state, country, city, or zip code and all you have to do is choose one out of the many options that pop up. This app has no lag and will keep you on alert so you know where the bad boys are. So what are you waiting for? The world to end. I don't think so. Its time to get this app because it has your name on it saying download me. Chill out and relax with scanner radio.",5
"This App is Great! I'm a New Yorker, living in Florida, and with this app I can keep in touch with my Home City! There's a lot to listen to, and you can add Favorites. I Love it! I also listen in to other states & other countries. It work Great! Sound is Clear as a Bell!",5
Works great on the HTC Incredible. I spend maybe to much time listening to the nearby cities since mine is not available yet. Just a lot of fun.,4
Very happy to find Tucson and EMS on Scanner Radio.  Thanks to Gordon Edwards for putting this together.  I often have it on as background noise.,5
The scanner works very well. I was able to listen to the emergency calls here. I heard police and ambulance. There was no fires going on so did not hear them.,5
"I was able to hear what the local police where saying over the radio, and this app works perfectly!thanks!",5
It may be a great app if you have the elements needed to make it work.  I did not and removed it.  A good idea though.  I wish it worked.,2
"Some apps are good,some bad,some work,some do not!I do/did not like this app because I want a scanner for my town,not a town that is 30,40 or 50 miles away !!!",1
I LIVE IN WASHINGTON STATE AND THERE ARE 4 FREE COUNTIES AND THERE ARE 46 IN THE PRO VERSION THAT YOU CAN BUY AND MY COUNTY IS IN THOSE NOT THE FREE ONE!! IT;S FREE SO CAN'T COMPLAIN!!,3
I'm very happy with this app so Syfy people should try it out I will recommend you to other people to try this at,5
"Absolutely is not what I expected.  I do not live in a small city,  but it only picks up in areas miles from me, no local.  I can do without this app.",2
"This app is a lot of fun on a cell phone but it's even more fun to watch on your GoogleTV!! A lot of times when I have people over I'll put this app on in the background and we'll just socialize or have some drinks and every once in a while we hear some action that we get into. It's really cool as well that you can search the world for a city's radio to listen to. The only reason I don't give it 5 stars is beucase on the free version, there are certain featuers that are lacking. i.e. you can't use the &#34;play/pause/stop&#34; button at the top of the screen unless you pay for it but you can still hit the back button and do the same thing if you want it to stop. :)",4
"This is a So-So app. Not much on the flashy side. Basic scanner, good sound quality, but nothing special. Get it if you just want to try one out.",5
"Unlike some other scanner apps this one actually works. Great features such as saving favorites, archives, a sleep timer, area maps, chat rooms, and a 10-codes reference make this the best scanner app going.",5
"Works great on my Kindle Fire HD.  If you want to listen to what's going on in your area, this is a good one to choose.",5
would be a good app but there are not enough cities and states available.  the closest to my locationn was 90 miles away and no state police available,2
"LIke this app and found it quite helpful during a recent storm.  Since free wifi is available in many places, it was helpful for the weather radio.  Do keep in mind that if you are serious about accessing weather radio, it probably best to buy one for that specific purpose.  Wifi is pretty dicey in emergency situations.",5
On my Kindle Fire this thing works great. By far my favorite app. to date. So many different stations.  I be surprised if u didn't find your town. Love It!!!!,5
"I always know where my loved ones are and now when the whistles go off, i can relax after hearing the problem isn't with any of them.",5
"I like the scanner radio.  It tends to go off the air quite a bit, but when it is working it is fun to listen to.",4
now this is a good one.  Too bad I have to repeat myself in order to submit a review but it is good,5
Love it lots of fun I will have more with it when I have more time but 2thumbs up from me,5
"This app works great, has loads and loads of stations/channels to pick from based all around the country. Good sound quality and very simple to use",5
"it works as a scanner, but it wasn't too fun of an app and you have to keep listening for any calls.  I like the online reports that have text history which is faster to review.",3
"I can't believe that this app is free! I use radioreferences.com on my computer which I thought was cool, but the fact that I can take my Kindle anywhere and get info right where I am is so amazing. My husband likes to find radio operators in other countries. You can be listening while playing games or surfing the internet too. Thanks to the developer of this app!",5
I love this scanner app.  I prefer it to my real scanner as it's so uncomplicated to use.  Highly recommended.,5
Curiosity made me get this!  I enjoy turning on my Kindle Fire when I hear sirens in my small town to hear what's going on!  I always hear folks talking about what they heard &#34;on the scanner&#34; and now I know why!  Ads are very nonobtrusive,4
"I have two police scanners at home but it always annoyed me when I would hear sirens while outside of the house.  With this app, I'm able to tune in and find out where the emergency vehicles are going and why.  I love it!",5
"I like this so far , just wish I could my local weather conditions better.that is why I wanted this.",4
"This was the first app I put on my Evo and it has only gotten better and better. Love the sleep timer and all the features. Dev is wonderful at replying to emails, usually within hours. Awesome!",5
This is a decent app that could definitely benefit from some time with a developer for some updates. I live in a fairly rural area and there is only 1 station near me that is on the list. It is our county sherrifs. I wish there was an eaiser way to pick up specific traffic from the city PD and such so I can know what is going on in my exact location.,3
Does have our local stations and it is easy to navigate.We don't listen to often but it makes for an interesting evening sometimes.,3
"It's definitely a great time passer. Interesting to hear what you hear, for sure. You never know what's going on everywhere, but most of all there are several hundred locations to listen to. A great scanner for the interested mind.",4
"Configure alerts and find out what's happening and where!  Since she moved to Florida, it's the only replacement I've found for my 70-year-old neighbor--who had 4 old-school police scanners!  And loved to keep me informed!  Now I feel that way again.  Thanks, George!",5
Does not work for me.  Was not what I expected in a scanner App.  Tried it and it was not what I expected.  Removed from my Kindle.,2
"This app works better than my real scanner! Not only can I hear my area, but listen to other places. You can even set alerts for when a channel say has over 150 listeners so you are where the action is. I'm finding this app to be the best out there that I've tried!",5
"I have never had a scanner or listened to fire/police broadcasts before, so this is great fun.  there are a lot of codes and messages I don't understand, but little by little I'm learning.  The app works great and it's cool to listen to other cities.  I'm very pleased.",5
"It works very well.  The clarity is quite good.  I like the Idea that you can listen to police, fire, marine and air.  \If you into monitoring agencies this unit is just right for you.",4
"I have enjoyed this product. Easy to scan local police,fire and rescue. convient not having to have a seperate radio just use your tablet(kindle).",4
I tried this one first and it is the plain Jane version. I later upgraded to the Pro edition for larger database and more features.,5
"most areas i have tried it at does not work at all or eithervery poorly. i would not waste my time with it, i have yet tofind a scanner app that works decently.",1
"I like listening to police and fire and EMTS in my town, the problem with this app it use alot of power, however I enjoy using it anyway on my cell phone and on my PC, I always recomend this scanner app to my friends.",5
"if you like hearing what is going on in your neighborhood, you will like this. you get to hear things as soon as they happen",5
"Scanners are always good for a little fun. This app is definitely entertaining if you want to know what's going on around your town, or any town for that matter. I constantly have mine on.",4
"I had a hard time finding something for my area and when I did, very static and broken up. Maybe would be fine in a different area.",1
This is one of my favorite APPs. I can listen to local Police scanner area as I use my Kindle. I was going to buy a scanner as I became addicted to my neighbors and now I don't have to. Loveitloveitloveit. I know so much now that is going on around me. Very entertaining!,5
It is not what I expected but I have it and it is kind of fun to mess with and listen to. If you are a Scanner Radio person then this is the item you would want.,3
I really like this app. I live out in the boonies and picked it up  on a whim hoping that my area would be included or even be picked up by it. Low and behold there we were! This is a keeper!,5
I love this app it is very fun and a good time waster and you can listen to the police and It really works and I am useing it right now!,5
"Who would have thought this app existed.  It's ok I guess, it really just depends on where you live and what you are looking to hear on this app.  I would listen in to be nosy and see what kind of 'action' was going on around the city; sometimes I will check out NYC or Chicago or whatever...also, we had some wildfires close to town this summer and I would listen in on the fire dept. channel at times to see if I heard anything the news wasn't putting out.  Many times when the channels get busy they overlap and it's hard to understand.  I have downloaded this on my Kindle and on my Samsung Blaze...both worked fine.  Cheap entertainment app. :)",5
it would be awesome if it had my local information..  the best I get is near 50 miles away...  doesn't really help me to know what's going. good on everywhere else....  i had an issue needing police attention and could not find them anywhere..  had it been on.  the scanner we would have known if they were at least on their way.  or if they had caught the man breaking into homes half block away.,3
"Scanners are from users that are on Broadcastify. I can listen to scanners in my area for free, or I can listen to a broadcast from another state. Lots of areas to choose from. I've had no problems with it at all.",5
"but to be honest i didnt expect it to because i live in the country, i pick up no stations at all",1
You might be disappointed as nets and organizations have to participate for u to hear. Like I thought I could listen to my husband's local HAM but they are not on just a net in the South. I could not hear police traffic just EMS. It is cool just that u can do it but I am not using it everyday.,4
i never could find any station to play where i live or driving. waste of time. not good for people who do not live in cities!,1
"I was amazed at all of the available stations.  I get to listen to local stations and ones from my hometown.  The only thing I'm a bit disappointed in is that I can't listen to multiple stations at once. (But maybe one can, I just didn't figure it out yet then.)",4
The reason I am only giving this app 2stars is because I can't get access to scanning anywhere near my area,2
Set it for my area and have never worked no matter how many times Ive downloaded and deleted it then reloaded it. Sucks !,1
This is a great scanner and has way more stations to listen to than the others I have tried. And has a lot of my own city stations.,5
