texto,real
@cenkuygur @joebiden sad smh,0
"as @joebiden takes double-digit lead nationally, campaign expands to red states # @joebiden ⁦ @joebiden ⁩ https://t.co/lchn7mxpbs",0
@adunlapaf @living_gurl @tommy__steele @b_j_turner @shofey @joebiden you're making excuses as to why you shouldn't wear your mask all through flu season. can you hear how hypocritical you're being? 😆,0
@mumblueprint @joebiden @fuzzy_fuzzbutt he’s been saying it to all but the top 1% since he was elected,0
@joebiden @kamalaharris she is embarassing. she cannot stop laughing even when she has to talk about dead people🤦‍♀️. she is aggressive and rude. she doesn’t answer any question. she is unfit at all.,-1
"@seanspicer @kamalaharris @joebiden donald trumps america is golfing at the taxpayers' expense and charlottesville...but, what would you know about that?",0
@hillaryclinton @joebiden and now trump is shutting you down! greatest show on earth!,-1
" @joebiden that’s nothing but slogan @joebiden . public office for 74 yrs @joebiden ,and nothing to show for! i’m voting for president trump. he’s a fantastic president!🇺🇸❤️",-1
@kamalaharris on jan 31 trump shut down travel to protect us from covid.... and on feb 1 @joebiden called him racist... and you still didnt answer the question on what you would have done differently 🤷🏻‍♀️🤷🏻‍♀️ https://t.co/vkaagbz7wy,-1
@therealton168 @thebored_gamer @amuse @joebiden you’re totally right and i feel @joebiden and trump to not being as clean as they say,-1
y’all — i think my grandmother is exited to vote for @joebiden https://t.co/us5lou4qth,1
@joebiden @itpartytime @joebiden and kkk grand wizard! https://t.co/53aftqaji6,-1
@joebiden will you pack the court?,-1
@kamalaharris @joebiden you and @joebiden are just... disappointing to be honest,-1
@joebiden seems to me you ain't handling money to well jo... https://t.co/0banuxehdm,1
@joebiden yes @joebiden tell blm and antifa,0
@hkrassenstein @joebiden the fly is all that @joebiden voters have to go on right now...,0
"@jacob96203686 @joebiden you made a point, but i don't think it's the one you wanted to make.",0
@joebiden https://t.co/dh0gopgvlp,-1
"@dissentingj @joebiden i've been impressed with the discipline of the @joebiden campaign; slow, steady, always moving forward. i don't think they'll fall for this nonsense.",1
"@denshazoxv @jaidevnandi @eysp9377 @joebiden @howiehawkins i mean, since you already seem to live in a fantasy land, you should give it a try. can't hurt, i guess.",0
@joebiden what the fuck does this mean @joebiden @joebiden ,0
" @joebiden , you should not just follow what the experts said, you should be more careful as you are in the fragile category for the virus , you should cancel the physical debate &amp; do a virtual debate. trump doesn't care, he already has the virus &amp; so happy to transmit it to you!",0
@joebiden @kamalaharris @mindykaling @padmalakshmi @djcassidy https://t.co/mnoyknlwx7,-1
"@hctrudo @berniesanders @joebiden well, it is a true statement. be beat bernie and sanders describes himself as a democratic socialist this is @joebiden 's 3rd shot at the wh and the 1st time he's made it this far, so why shouldn't he brag",0
@allieraffa @joebiden what like 20 people?? what a joke!,0
@efesaidso @suremeanttosay @syndboyo @besf0rt @kamalaharris @joebiden i’m with you,1
@joebiden vote trump 2020!,0
@joebiden build on it??? you were the original contractor who built it!!!!,0
@joebiden the mass of humanity is overwhelming,0
@zachattack787 @who_among_us @jjdpower1970 @joebiden trump will be your president until 2024 because most people are not as low iq as you are.,-1
"@edokeefe @joebiden @kbeds queen bee vs lord of the lies, hosted by a lady bug... https://t.co/mzthtmzifa",0
@joebiden @barackobama @michelleobama @dr @joebiden https://t.co/y3r20pv5cd,-1
@joebiden many scientists think you are full of sh**,-1
@joebiden speak it into existence @joebiden !,0
@droncapetronel1 @itsethanbaby @joebiden @dr @joebiden 🤦🏻‍♀️ yeah and @joebiden thinks he’s been in senate for 180 yrs and vp for 10 yrs!,0
@joebiden i thought you were running for senate? weird how that changes day to day.,-1
@michelleobama @kamalaharris @joebiden 💪💪💃💃💃💃🏼,1
@joebiden lmao paid actors you mean,-1
"@ohioonanist @mrtigerwilde @joebiden well, i have no idea what you are, nor do i care.",0
@tweetwordz @joebiden who is the kid ? that woman daughter ?,0
@caskett2014 @nick_clamorgan @hjamespinkerto1 @joebiden treason!,0
@hillaryclinton @joebiden you left 4 americans to die,-1
@jackposobiec @joebiden #novirtualdebate https://t.co/hyoyvp1xcl,0
@chauvinaaron @joebiden good for you dipshit,0
@joebiden expect a kamala pit bull - go a poodle instead. so sad. we can't beat a politician mouthpiece fro a psychopath president with politeness and respect. to defeat evil must go for the jugular.,-1
" @joebiden you and your buddy @kamalaharris refuse to stop asshole companies like @chase from taking advantage of the american people. i want to vote for you, but how are you better than @realdonaldtrump ? from the poor american perspective you aren't.",0
" @joebiden ""i got hairy legs that turn blonde in the sun. the kids used to come up and reach in the pool and rub my leg so it was straight and then watch the hair come back up. so i learned about roaches and i learned about kids jumping on my lap. i love kids jumping on my lap."" - @joebiden @joebiden https://t.co/k2pfxft5dx",-1
"@lin56095573 @joebiden and your point #1 of blaming msm and left and governors is better? funny how when economy was good, it was all trump, not the governors. ppl died, 8000 a day, in 2019. in 2020, you have to add to that number. 210000 is in addition to. trump will lose in nov. anyone but trump.",0
@reddog672 @joebiden waste of $$$ trump 2020!!!!!,-1
"@forrestshields @joebiden allegedly happened? which ones did not happen. be specific, please. generalizations reflect you feelings not your intelligence.",0
"@sheepshaggerz @deplorable_mi @suelee37 @samtheawesomeag @tedcruz @joebiden @kamalaharris insults? how adult of you it’s the reps that trash the economy every time they get their grubby fingers on it, whilst still boosting the wealth of the few it’s outrageous that folks have to work three jobs just to stay afloat- &amp; i am sorry for your soul that you can’t see that",0
" @joebiden @kamalaharris you are a lying dog faced pony soldier ! she is a lying, sham of a woman that only seeks power! she , like you, has not cared for the american people . you spent 47 years with nothing to show .",-1
@joebiden remember how you and obama allowed a certain doctor to use tax payers dollars to help a certain lab develop a certain virus in china @joebiden ? i seem to remember does this some how relate in anyway to hunters big score in china also?,-1
@joebiden we now know that you will govern as a dictator.,-1
mar-a-lago's (the town) newspaper endorsed @joebiden today. https://t.co/kk8ccwrpcv,1
@joebiden @kamalaharris yikes....who wants to tell him?,0
@joebiden you sound like someone who has been in politics for a long time. that’s the problem!!!!,-1
@sandra_larson7 @meidastouch @joebiden @kamalaharris https://t.co/a6ri1sesnx,0
" @joebiden well he did, you just forgot.",0
@joebiden and @kamalaharris official statement on #artsakh. it’s not perfect but it’s a lot better than trump. this tells me there will be more movement that will benefit us especially with the help of the armenian caucus # @joebiden harris2020 #sanctionturkey https://t.co/fbkouljfqa,0
@missbeae @cernovich @joebiden is he holding a rally for his campaign staff or what? the place is dead.,0
@joebiden https://t.co/yrelo5svzb,0
@joebiden that's a crock of shit.,0
@joebiden #dogslove @joebiden ,1
@gatesink @browns2212 @brainsgobooma @real_defender @joebiden i’ve watched the video and i can see he denounces the groups there. i guess what i’m also saying is that i struggle with his rhetoric and actions as well. he should’ve left out the “good people on both sides” comment because one was inciting violence and racism,0
@joebiden landslide,0
@joebiden https://t.co/6vbatwsz0o,0
@joebiden 47 of golden ages you hav done a thing what can you do at the end ?,0
@joebiden racist,-1
" @joebiden hope house not burned by @joebiden supporters peace impossible with @joebiden supporters violence generosity? no way we share that china/russia ukraine money with anyone. antifa fires light up the darkness. good luck, america!",0
@joebiden @dbbddbbddbbddb 😂😂😂,0
"@dcexaminer @joebiden perhaps, even covid-19 is working in favour of @joebiden , or so the press believe.",0
@allieraffa @joebiden he definitely got us to come together. #maga,0
"@right_notleft @joebiden not to mention the anti-science, anti-intellectual kool aid.",0
@joebiden @kamalaharris https://t.co/hvevjyh8s4,0
@joebiden _army how desperate @joebiden is!! 😆,-1
@joebiden why haven't you condemned china,0
"@atomicmexican77 @elkay101 @hkrassenstein @joebiden yes. i am all for ccw, however people should not use guns for voter intimidation... it would not intimidate me; however those tactics ca prevent others from voting.... after election day, who ever wins, wins. let's just ensure we have a safe and free election🇺🇸.",0
"@vicki49060874 @utkrn4u @dianeromeo3 @jesusmatters771 @joebiden yah that’s actually the opposite. people like michael cohen, jim comey, olivia troyle, and so many more have given up their conservative beliefs because trump is just such a horrible person. the dem party has actually become over 15% stronger than it was before trump.",0
@joebiden forgets - a lot!! https://t.co/ibj3heimkr,-1
this is disgusting on many levels. watch @joebiden say we need #medicareforall and that we can afford it. also watch this misogynistic pos touch this woman inappropriately without consent. he is fucking gross!! https://t.co/dkzdcygh8i,-1
@joebiden quid pro @joebiden ,1
i prefer lizards that don’t brag about sexually assaulting women. so i voted for @joebiden @senkamalaharris #vote https://t.co/aom8dfxp05,1
@joebiden #holymackerel https://t.co/vzhwc9qhvl,-1
@barackobama @joebiden https://t.co/tlczke6fp1,-1
"@jamescarville @joebiden @kamalaharris love you, james. you always tell it like it is!!",0
" @joebiden @lindseygrahamsc said ""let's the next president whoever might be make that nomination"" https://t.co/fssbejpain he's now the chairman of the judiciary, so mr. chairmain honour your words!",0
@coreyryan1028 @greeneyesmarty @matthewjshow @joebiden also you can search the real death count from covid as opposed to death with covid present at the time of death which is not a covid death and see with your own eyes. it's all there not being reported by your msm. have a look see,0
@joebiden amen to that!,0
@yesnicksearcy @joebiden mrs. t was at @joebiden ’s rally.,0
@joebiden https://t.co/avwpacv8bb,1
"@drdenagrayson @joebiden @kamalaharris @funder @joncoopertweets @meidastouch i especially like the ""orange lies matter"" sticker.",0
"@smbwalker64 @joebiden did anyone really think he had the benevolence, ethics &amp; manners that are required as a human being to acquiesce &amp; attend a time honored tradition. he is/will be a loser in more ways than 1. he’s the bully in the playground that got beat by the smaller, skinny kid. sore loser!👎🏻",-1
" @joebiden @joebiden just said that voters don’t deserve to know his stance on packing the supreme court. it seems like @joebiden believes voters aren’t worthy! well i’ll tell you what, he’s not worthy of my vote!",-1
@christianroule @joebiden new jersey with hundreds of shredded ballots for trump? how can that be acceptable,0
uh @joebiden has been a pro swamper 4 quite some time? he didn't like my asian bros and sis much did he? https://t.co/pruqpknrko,-1
@joebiden why did u @joebiden fondle that little girl?,-1
@kdditch @joebiden and hoping for a 3rd surge. https://t.co/f3ejicwpyx,0
@repmattgaetz @barackobama @joebiden @hillaryclinton matt. go. home. you. are. drunk. #mattgaetzisatool,0
@andrewmoe @joebiden so...you're not voting? because trump spews nonsensical shit everyday.,0
@joebiden 🗳🌊 https://t.co/psr5lk5szy,0
@rlj101767 @ronaldalmonor @unclelukereal1 @senkamalaharris @joebiden @plies @rickross @305mayor @trinarockstarr @citygirls @pitbull @lilduval @rolandsmartin @bakari_sellers @jemelehill @joyannreid i'm just trying to get us not to let them use us for our votes then we get nothing in return,0
@joebiden @briankarem overseas fl voter here. i've been checking online for days and finally my mail ballot has been received and counted. # @joebiden harris https://t.co/b0j2njyrt8,1
@themema @drewheskett @democratsup @dr @joebiden @joebiden she’s just another whore who slept her way to the top.,0
@dianag023 @joebiden never been polled.,0
@joebiden cant wait till they arrest the @joebiden s the world will be a better place without the @joebiden s,-1
"@jones17charlene @f0realb @batclyde @ck515 @wdunlap @joebiden oh yea, if they win this time they plan to never lose again, statehood for pr, get rid of electoral college, open borders for all new government dependent voters, massive programs for their “groups” pack scotus, etc etc.",-1
@rushadthomas @cleenmister @wallaceandv0mit @smokymtngal12 @joebiden https://t.co/0hzhp74nbg,0
@jeneps @melmason @cnn @msnbc just hav the town hall by himself @joebiden ,0
@macca15paul @joebiden welcome to hell. 😱,0
@josephmang1985 @cantucxrpno1 @joebiden https://t.co/hf0yytumva,0
@maudi63 @60mins @joebiden @channel9 so much for #metoo amen?,0
@brianstelter @joebiden you liberal twits are so bloody petty.,-1
someone tell @joebiden that a mask only works if it fits correctly! @kamalaharris ....order from his web page to help him promote him,-1
@smbwalker64 @joebiden after he loses the presidency even fox won't want to hear what he has to say on anything,-1
@joebiden done! because this pic is genius.,0
@charleneforaz @joebiden @kamalaharris haha!,0
@hodgetwins @strikermidnite @joebiden #lyingkamala https://t.co/vamknmvnq9,-1
did anybody actually listen to @joebiden speech yesterday. it was a bunch of political speak that meant nothing whatsoever just lame filtered politician speak that had no actual substance. he’s been in office going on 50 years and hasn’t done a damn thing.,-1
"@belabenanua @repmattgaetz @barackobama @joebiden @hillaryclinton bahahaha, the gig is up.... truth hurts uh snowflake",0
@b52malmet @joebiden it doesn't matter. last time he had chris christie and rudy giuliani coach him. we all know how that turned out. 😄,0
@annesylvia10 @jdistaso @wmur9 @polguru @joebiden @johnkasich yay! another # @joebiden harris2020 supporter 👏👏👏,1
@joebiden you should wear a muzzle. https://t.co/6qcoi11khf,-1
@kerryfjacob @joebiden trump wants everywoman to like him not only does he have daddy issues he has mommy issues,0
@joebiden the is media is creating all the division. you effing know this is true.,0
"@run_deep75 @porkytorkwal @shadowb88750056 @owenthefay @matthewjshow @joebiden you're wrong there, nj didn't lose any cases due to business closures. the governor was sued by businesses and they lost. we are opening up in phases. he has been closely monitoring, city by city, their covid rates. we are not 100% opened up. -a nj resident.",0
@truthwins22 @joebiden my blood pressure instantly lowers- so nice,0
" @joebiden i think you better stop worrying about trump and start looking at your own party, @speakerpelosi and her 25th amendment, if that’s not for trump then i’m guessing it’s for you! watch you back, i think your girl @kamalaharris gonna knife you good!",-1
@joebiden he's plagiarizing again!,-1
@okgotitboss @etchesonsarah @joannaclymer @joebiden @barackobama @michelleobama @dr @joebiden liberals missed the part where @joebiden rubs the chest of a young boy. 🤢🤢🤢,-1
@qtanon1 @joebiden @joebiden talking about racial justice is like dr. fauci talking about the truth.,-1
@obx_lisa @joebiden truly it has become a cult. the followers have classic cult behavior. i have never seen anything like this cult where you can no longer have normal conversations without cultspeak and fox talking points,0
@littledeekay @joebiden @abc watching trump tomorrow is adding money to his campaign..remember it was a deal..ratings and money is the deal..dont watch,0
@joebiden https://t.co/qyk1anum8n,-1
@thedemcoalition @meidastouch @joebiden we desperately want that america back again. # @joebiden willcrushcovid,1
@ncssteacher @brennasimonsays @proudsocialist @joebiden but my vote isn't a conscious vote either you need to acknowledge that as well. i'm not white. i'm certainly wasn't anywhere close to middle class growing up. by all intents and purposes the system was created to be against me. i got the opportunity to actually for aoc.,0
@joebiden @sharylattkisson @kamalaharris https://t.co/dzivyljlcg,0
@joebiden https://t.co/yidehybgqt,1
@joebiden @kamalaharris https://t.co/frktpmxjor,-1
@joebiden https://t.co/aqm3lr22jy,0
@richardgrenell @donaldjtrumpjr @joebiden but kamala just claimed he was transparent with his health and taxes ! hahahah i’ve seen so many refusal out of the democratic party i’m surprised she could say that with a straight face.,-1
@markknoller @mariabartiroma @joebiden crazy only because they can cut his rude ass off!,0
notice of series: you are alerted to 2 recent short series involving judge amy barrett on this site. @joebiden @kamalaharris @petebuttigieg,0
@joebiden @kamalaharris here's a lovely picture made up of all the people kamala harris prosecuted and jailed (with heavy sentences) for marijuana use. racial profile much kamala?! https://t.co/zt47y0hd41,-1
@joebiden why was the domain purchased before the fly ever landed? https://t.co/u6jazu6sfh,0
"@andyostroy @joebiden @kamalaharris @senschumer @speakerpelosi like i can look away, return attention to other things, knowing there are grown ups, public servants, back at the helm. feels like i can breathe deeper.",0
@joebiden come with me holding some bitcoin or isw and u would be,0
creepy lying coward @joebiden is lying just like he won’t ban fracking #enemyofthepeople @ap_politics,-1
@qweenb222 @don_vito_08 @bob77225272 @joebiden epic tweet!,0
" @joebiden 215,000 deaths in the us alone. https://t.co/jn7ew33lvy",0
@manilanh @usjewishdems @joebiden mazel tov!,0
@ourrevolution @joebiden @williamtongct @ourrevolutionct https://t.co/vo4ozubo2s,0
@joebiden #wheresyourmask??,-1
@prolifejewcami @joebiden oh ffs how can you think he's alone? what about the secret service?,0
@schnuddig @davidtexbrandon @hlstockenstrom @ladyred1956 @lindaresista @joebiden @thenecroposter @leestockenstrom @sarrahh011 @annasterne1 @stolensceptre @toruk_san @devlyn_angel @cunningsq16 @socaltanya @1morefightinlib @qedigiv @stoptheshitnado @amlongjudyann @novergirl if this is true it's pretty scary.,0
@joebiden put a lid on it already!,0
@karmakkaze @joebiden it sounded like that to me too!,0
@joebiden you didn’t write this. you couldn’t even read this aloud.,-1
@joebiden stock markets,0
@kayleighmcenany @joebiden just like they had to pass the aca to see what was in it!!,0
@joebiden #theyallknew #lockthemallup they spent billions attempting to blame trump for their crimes! https://t.co/4vswnc1kzi,-1
@joebiden 100% pervert and dementia lol. pathetic. #trump2020landslide,-1
@joebiden @kamalaharris looks like she’s ineffective. she’s not doing so well.,-1
" @joebiden @joebiden doesn't tweet, so who ever it is, give it up",-1
@senatedems @senategop @housegop @housedemocrats @demgovs @joebiden @speakerpelosi @senschumer @repjerrynadler @senfeinstein @senkamalaharris @senblumenthal @repmaxinewaters @reprichardneal @markwarner @jacksonleetx18 @whipclyburn @sendougjones @repjeffries @oversightdems vote! https://t.co/6mpxsxm4zo,0
@joebiden twitter and fb are blocking the truth of @joebiden ’s corruption. https://t.co/rnwikzevxm,-1
@hctrudo @joebiden no answer is an answer.,0
@hillaryclinton @joebiden @joebiden can't even build a complete sentence! you really need to concentrate on what you'll be doing in jail.,-1
@joebiden liar.,-1
@taraooden45 @joebiden ,0
@cecil93620425 @kircub @joebiden cures for viruses don't exist. just fyi,0
@repmarkgreen @speakerpelosi drug and mental test for @joebiden @joebiden before the debate. it's only fair,-1
"told you so!!!!!! 💋 @joebiden &amp; @kamalaharris you're both liars, so if you want huge rally crowds at your rallies advertise @realdonaldtrump will be speaking!!!!! thousands will come!!!! 💋 https://t.co/icmmhodrxx",-1
@joebiden make no mistake that the speaker added billions to the package that would bail out cities that allowed their cities to burn. she also allowed for no verification of voters for citizenship to vote. that is the facts and why the president would not endorse the dem plan,0
@youlivethrice @robertplewis unfit @joebiden ,0
" @joebiden ukraine, ukraine, ukraine hunter, hunter, hunter court packing, court packing, court packing the american people deserve answers @joebiden ! @joebiden ",0
@hctrudo @berniesanders @joebiden gay folks dont do well under authoritarian socialism.,0
@joebiden that’s a lie. your plan calls for the repeal of the qualified business income deduction which will crush many small businesses.,-1
@kamalaharris makes me feel even more sorry for @joebiden .,-1
@joebiden @dr @joebiden https://t.co/ubsk9mk0q5,1
"@barackobama @joebiden thank you sir for your leadership. thank you for giving me a chance at life with healthcare, without it i'd likely not be here. i am forever grateful, i was able to start a new honest life, and am a better person today. you gave me a path to a better life sir",1
"@unenergy @proudsocialist @joebiden @howiehawkins he decided to not vote for either piece of shit. democratic party deliberately ran a piece of shit, and expects everyone to fall in line.",-1
" @joebiden if you wanna push the science we know 14 days is the deal. 2 weeks quarantine right? so @potus glad you’re feeling better, your fight isn’t over, you will be ready for the next #debate, lucky how 90min #covid19 which is airborne didn’t pose risk to # @joebiden or #wallace?",0
@belkissobadia @joebiden @speakerpelosi @kamalaharris @projectlincoln @glennkirschner2 @joenbc @morningmika @maddowblog @lawrence he already has....,0
@senator_simon @joseph_lem @joebiden @twittersupport snowflake,0
@gerryflood8 @schoolorprison @joebiden @kamalaharris he doesn’t know what rfid chip is. https://t.co/whwdaaikqb,0
because you’ve sold yours is a meme..... cuba has beautiful weather year round. god bless bye bye @joebiden ,0
@carmenp09143504 @joebiden wait weren’t u guys the ones who did the same at a target “wearing masks is like slavery” 🤦🏽‍♂️🤦🏽‍♂️,0
@joebiden mike pence is over after this debate https://t.co/l2crndugpq,0
@gatoreric1 @joebiden and then there's this 👇🏼👇🏼 https://t.co/uldmsmdm73,0
@scottwalker @mike_pence @joebiden #chickentrump,0
this video clip from @joebiden is from today! 👇 he is just not competent to run the country. he doesn't even know what office he is running for! #trump2020 #voteredtosaveamerica,-1
" @joebiden trump is fighting to open the economy, every liberal leader is doing exactly what you say here. you are propaganda and baghdad bob is jealous...",-1
@forwardarc @cdcdirector @joebiden @senkamalaharris https://t.co/agyvnxxgqm,0
@joebiden guess that’s all ya got when you’re running mate gets her ass handed to her!,0
@joseph_e_faith @joebiden @vileepiphany failure to condemn 21 times you mean? because he’s done it at least 20. https://t.co/muo7ahnzvz,0
"@lawandorder_ee @joebiden deplorable ee, it's a shame that for you separatist ideology, you'd back a president that throws an untitled tantrum at the expense of american lives!!!🤔 this is what conservatives want america to look like. give me what i want or i'll kill you through suppression or police?🤔",0
"@meidasnoly @trinityresists @stevengordon_ca @joebiden you don’t know how this works, do you?",0
see @joebiden ,0
@kamalaharris @joebiden https://t.co/9cm5qxlkxs,-1
@joebiden good lord this is sad.,0
hey @joebiden watch your back. @speakerpelosi is already trying to oust you.,0
@joebiden ya got my vote in one tweet sir 🤩,1
"@happymussel @shonalong20 @happytxgirl1 @hkrassenstein @joebiden no, that’s exactly what we learned and we will never go back to blue. 70 or more years of red! https://t.co/jgb8wauzea",0
@joebiden https://t.co/rm6wvpq8ha,-1
" @joebiden if you real the trump tax break as you promised on day one, you are going to tax them about $3,000 a year more! duhhhh, even you should be able to comprehend that info.",-1
@theweekmsnbc @msnbc i voted for @joebiden . today in texas!!!,1
@bbwave2020 @joebiden @projectlincoln @mikebloomberg along with this: https://t.co/flfux3sgdm,0
@joebiden lol wow more lies.,-1
@thehill now teach @joebiden on how to wear a mask..🤔,-1
" @joebiden @kamalaharris oh, dear god, now i know you have dementia!",-1
@inucroft1 @gord_or @griffenburkes @realist_dragon @sor1la @hartood2 @joebiden hes an example of why people dont like christians,0
" @joebiden @michelleobama dear @joebiden tweet writer, remember when u made this for your boss in 2016? let's go with...""the @joebiden rule.""",0
@snarky_op @teamtrump @joebiden trump is not a lying @joebiden @joebiden is a lying and trump made new job what @joebiden did,-1
@mia2q @clonald1 @3denise48 @chipfranklin @joebiden lol bum ass maga loser getting triggered by a 13 year old 😂😂,0
@joebiden https://t.co/fcbbvxv3bh,1
@demwrite @olevetusaf @joebiden @donwinslow https://t.co/mwuobwsqkc,0
@sullengirl225 @joebiden how many americans did obama kill?,-1
@joebiden i love this! i would go to a drive in speech!,0
@joebiden was the white house targeted? i can't find a democrat who has the virus. i don't believe in coincidences.,-1
"@lilibear45 @lokosuds @mark_patriot77 @mrnukemcocaine @joebiden sure thing, lib https://t.co/crip70hlc9",0
@joebiden @kamalaharris #vote @joebiden harristoendthisnightmare hour and 20 and done https://t.co/diblxnoy8u,1
@mikameli7 @maxnordau @joebiden kyle rittenhouse guzzles cum,0
" @joebiden your old boss was lord of the flies, you senile pos https://t.co/hzukgub9on",-1
@joebiden a pale imitation... 😬 🤣🤣🤣 https://t.co/aiji9xucle,0
" @joebiden what @joebiden has always done - take money from china, russia, ukraine, and others??? @joebiden is compromised!!!",-1
@joebiden canasta?,0
@heatherbarmore @joebiden i took a deep breath during that speech. 💖,1
@kamalaharris @joebiden it would’ve been worse you idiot harris. massive panic which was exactly what the democrats wanted and didn’t get! if toilet paper was the only panic i’m fine with it. this is obama wrecking crew number 2 free college free everything and who’s gonna pay for it taxpayers!,-1
@joebiden @kamalaharris https://t.co/51sd42eis5,0
@jakesherman @joebiden @nypost has team trump got back to you on who trump owes 421 million dollars to? who owns trump? why is this being ignored?,0
@barackobama @joebiden #vote @joebiden harristoendthisnightmare,1
how can anyone in their right mind even think @joebiden has any hope of winning when you see this kind of support for president @realdonaldtrump everywhere 🇺🇸 you know democrats @hillaryclinton are working to rig it somehow there’s no other way and @dr @joebiden is hiding it from him! https://t.co/0othblk7ia,-1
@sassy_jeanie @robertl01464344 @joebiden @nbc see another wire 👇🏽 https://t.co/u5rnbcqjsp,0
" @joebiden the government doesn’t creat jobs, people do. the government needs to create an environment where the people create and protect their rights.",0
"can y’all hear chris begging to help @joebiden out, he’s short on cash and wants a donation made on his behalf. right here👉🏾 https://t.co/bleb0qedom thanks chris 😉",0
@cnn why are you still talking about trumps bad when @joebiden just gave the #gettysburg address?! can you please stop feeding his power egotistical bs and talk about what @joebiden is doing in a more positive way- f his ending of talks w relief bill his burying himself,0
@housedemocrats @speakerpelosi @repadamschiff @senkamalaharris @joebiden @rvat2020 @repsfor @joebiden @wocfor @joebiden @womenjoe @women4 @joebiden @maddow @reallyamerican1,0
@joebiden @kamalaharris https://t.co/u6maebapxu,0
@matthewjdowd @mitchellreports @kamalaharris @joebiden no shit... he wasn't the moderator,0
@joebiden those who know for sure are bound by nda’s and hipaa. lots of theories though....,0
@rosieseven @kamalaharris @joebiden https://t.co/bywwrpjdis,0
@caliediblez @cali_ediblez @joebiden @therock thanks 👍,0
@criminaltrump41 @ibleedred4 @joebiden ah. you aren't aware that democrats set those fires on purpose. i guess your tv didn't tell you that...,0
@calekst @insidemegatron @joebiden all three states will be a blowout this year... wave building.🌊🌊🌊🌊🌊🌊🌊,0
i wonder if @kamalaharris and @joebiden thinks the millions of employees’ &amp; customers’ of walmart &amp; target health are at risk everyday because people are in there. #factsoverfear #openamerica #confirmacbnow #deplorables,0
@juicymelons_ @onikasciit @remymuahgun @sexyblondeglrl @nickiminaj @offwhxtee @ltszaeok @bbqimpact @joebiden @lanadelrey disgusting truly,0
@kayleighmcenany @scienceismymuse @joebiden https://t.co/g46v8zozbe,0
"#taylorswift endorses @joebiden and @kamalaharris: “i will proudly vote for @joebiden @joebiden &amp; kamala harris in this year’s presidential election. under their leadership, i believe america has a chance to start the healing process it so desperately needs” #vote #vote @joebiden harris2020 https://t.co/qpotwxtp4n",1
" @joebiden hello everyone, i work from home and earn up to $4000 in a week inbox me if you are interested to enlighten you more",0
@joebiden you and kamala please stay safe away from the bleach consuming pop tarts,0
@d3pl0rabl3m3 @jannwis @weinsteinlaw @joebiden https://t.co/qia6jkoqqk,0
"@gregkellyusa @andrewfeinberg @erictrump @joebiden the dupont house cost $185k in 1974. with a 20% dp and a 30 yr fixed rate mortgage at avg. 1974 apr of 9.19% payments, inc. taxes, would be about $1250/mo. or $15k a year. senators made about $44k in 1974. sorry. the house was achievable and is not suspect.",0
@mollyscarborou1 @joebiden are you on drugs?,0
@abcnewslive @gstephanopoulos @abc @joebiden @abcnetwork a democrat moderating a democrat. intriguing!,0
@seanspicer @joebiden hey. relember that time the people refused to meet with you ? https://t.co/uq8iai4ys5,0
@joebiden https://t.co/f4mqyrbo0x,-1
@joebiden @kamalaharris you literally called trump supporters “chumps” today old man!,0
"@_strong_heart_ @davebautista @joebiden unless they’re about to be killed by a mob of antifa scumbags. then an ar-15 would do, but an “assault rifle” would be even better.",0
@joebiden https://t.co/ah7v1tsh7p,-1
@samaa1976 @joebiden 👌,0
"@dilianna @joebiden @joebiden @joebiden wants to raise minimum wage, which will lead to inflation and job loss (see venezuela). he wants to destroy the economy by raising taxes. he will strip us of our uniquely american gun rights. he is corrupt (see #laptopfromhell). just no! https://t.co/03vcdl94hh",-1
" @joebiden is corrupt, he always was. what's more, @speakerpelosi knows it. https://t.co/wg9ir0hk8r",-1
@allheavens @jamiegump @hctrudo @berniesanders @krystalball @joebiden what narcissist says his main primary opponent can beat trump while he is still running?,0
@msnbc @dnc @joebiden @andrewcuomo trump didnt kill anyone with covid. here is proof. #voteredtosaveamerica2020,0
"@fieldplaying @seanhannity @joebiden tucker is the best,screw u losers.",0
@bibi_sgtz @joebiden if your faith matters then why would you vote trump? the only person he worships is himself!!!,0
@joebiden https://t.co/80qhmhwhmk,-1
@petebuttigieg @joebiden https://t.co/wjslb3k9e3 cano #foramirella #flaxjun adore you renê #tonightoutnow rosie #positions #afazenda #afazenda12 victoria giovanna chaves #rocaafazenda12 #follotrick,0
@joebiden how? going to get your cheat on...,0
@joebiden stack the scotus with 6 moee judges that are dems and stick it too moscow mitch and then impeach moscow mitch for being an enabler to president death 218k thousand dead americans,0
@bradbeauregardj @joebiden # @joebiden wonthedebate,1
@kamalaharris @joebiden https://t.co/qzuibumoec,1
@ourfloridalife @teamtrump @joebiden of course it doesn’t matter but i’ve been hoping someone would make this argument for days.,0
"@markdice @joebiden stfu, mark, you racist pos.",0
@zjwang1 @joebiden it’s is great to see great scientist engage with the reality of this country !,0
"@61sarahw @patmann1 @hillaryclinton @joebiden 80% of those that caught coronavirus wore the mask when, per the cdc stats.",0
@joebiden https://t.co/y96s9xcyt2,0
@kenaimassiah1 @hartood2 @owens_kristi @joebiden https://t.co/xafrjugc0y,0
"@michaelrapaport @joebiden 15 days from election day and you are showing your true colors, scary.",0
@joebiden https://t.co/4pfstz19po,-1
